"date_prod","mast_id","well_id","new_well","orph_well","state_name","dist_name","county_sl","wellnam_sl","wellnum_sl","legal_sl","sec_sl","twn_sl","twndir_sl","rng_sl","rngdir_sl","ftg1_sl","ftg1dir_sl","ftg1ref_sl","ftg2_sl","ftg2dir_sl","ftg2ref_sl","qtrsec_sl","ftgcor_sl","crtrqd1_sl","crtrqd2_sl","abstno_sl","blknam_sl","blknum_sl","srvynam_sl","srvynum_sl","well_ornt","county_bh","legal_bh","sec_bh","twn_bh","twndir_bh","rng_bh","rngdir_bh","ftg1_bh","ftg1dir_bh","ftg1ref_bh","ftg2_bh","ftg2dir_bh","ftg2ref_bh","qtrsec_bh","ftgcor_bh","crtrqd1_bh","crtrqd2_bh","abstno_bh","blknam_bh","blknum_bh","srvynam_bh","srvynum_bh","field_1","field_2","field_3","field_4","field_5","api_num","perm_num","well_purp","job_num","well_class","work_type","h2s_gas","date_aprv","date_spud","date_rels","well_prox","dril_name","dril_cont","dril_phone","dril_addr","dril_city","dril_state","dril_zip","rig_num","dril_term","p_t_d","well_depth","meas_depth","add_info","recrd_stat","well_actv","map_ref","well_long","well_lat","oper_name","oper_cont","oper_phone","oper_addr","oper_city","oper_state","oper_zip"
"2013-05-14","1248061","1248061",True,False,"AR","  ","CONWAY         ","JONES-LAFFERTY 9-17           ","6-20 H29                 ","20-9N-17W-750FSL-1280FEL                                    ","20  ","9  ","N","17 ","W","750  ","FSL   ","          ","1280 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","CONWAY         ","29-9N-17W-352FSL-537FEL                                     ","29  ","9  ","N","17 ","W","352  ","FSL   ","          ","537  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-029-11227-  ","46383   ","   ","       ","GAS ","OD                  ",False,"2013-02-07","2013-05-20","",".3 MI NNW OF JERUSALEM        ","DESOTO DRILLING, INC.                  ","RANDY PAYNE                       ","501-548-6600        ","P.O. BOX 789                           ","CONWAY                   ","AR","72032-0789","30    ","DW",4500,0,11300,"                                                  ","PREP","ASN",2,-92.821384,35.406966,"SEECO, INC.                            ","DOUG VAN SLANBROUCK/SONNY BRYAN   ","281-618-4700","2350 N. SAM HOUSTON PKWY. E., SUITE 125","HOUSTON                  ","TX","77032-3126"
"2013-05-14","1245762","1245762",True,False,"AR","  ","CONWAY         ","MAXFIELD                      ","1-34 H                   ","34-8N-15W-260FSL-650FWL                                     ","34  ","8  ","N","15 ","W","260  ","FSL   ","          ","650  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","CONWAY         ","34-8N-15W-50FNL-0FWL                                        ","34  ","8  ","N","15 ","W","50   ","FNL   ","          ","0    ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-029-11216-  ","46363   ","   ","132400 ","GAS ","OD                  ",False,"2013-01-30","2013-05-10","","2 MI NW OF SPRINGFIELD        ","LATSHAW DRILLING & EXPLORATION COMPANY ","TOMMY LINDSEY/JOHN RAINWATER      ","918-355-4380        ","P.O. BOX 691017                        ","TULSA                    ","OK","74169-1017","33    ","  ",6060,0,11450,"                                                  ","WORK","DRL",5,-92.588187,35.284504,"XTO ENERGY, INC.                       ","KENT SAMS/GREG BATES/KEITH SIMPSON","405-232-4011","210 PARK AVENUE, SUITE 2350            ","OKLAHOMA CITY            ","OK","73102-5683"
"2013-05-14","1240360","1240360",True,False,"AR","  ","CONWAY         ","OLIGER 9-15                   ","3-26 H35                 ","26-9N-15W-342FSL-2024FWL                                    ","26  ","9  ","N","15 ","W","342  ","FSL   ","          ","2024 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","CONWAY         ","35-9N-15W-90FSL-1727FWL                                     ","35  ","9  ","N","15 ","W","90   ","FSL   ","          ","1727 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-029-11194-  ","46294   ","   ","       ","GAS ","OD                  ",False,"2013-01-10","2013-05-10","",".9 MI S OF CENTER RIDGE       ","HELMERICH & PAYNE I.D.C.               ","JASON COON/HEATH DEASON           ","501-268-8400        ","3569 HIGHWAY 367 SOUTH                 ","SEARCY                   ","AR","72143-8888","495   ","  ",4800,0,16000,"                                                  ","WORK","DRL",6,-92.562739,35.385714,"BHP BILLITON PETR. (FAYETTEVILLE), LLC ","MIKE CHURCHWELL                   ","501-305-3603","1686 LETONA ROAD                       ","SEARCY                   ","AR","72143     "
"2013-05-14","1240381","1240381",False,False,"AR","  ","CONWAY         ","LEDBETTER 7-16                ","7-14 H                   ","14-7N-16W-325FSL-1067FEL                                    ","14  ","7  ","N","16 ","W","325  ","FSL   ","          ","1067 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","CONWAY         ","14-7N-15W-300FNL-1837FEL                                    ","14  ","7  ","N","15 ","W","300  ","FNL   ","          ","1837 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-029-11196-  ","46296   ","   ","       ","GAS ","OD                  ",False,"2013-01-10","2013-05-08","","1.2 MI SE OF SOLGOHACHIA      ","DESOTO DRILLING, INC.                  ","RANDY PAYNE                       ","501-548-6600        ","P.O. BOX 789                           ","CONWAY                   ","AR","72032-0789","26    ","DW",6000,10697,11500,"                                                  ","WORK","DRL",7,-92.6659,35.242899,"SEECO, INC.                            ","DOUG VAN SLANBROUCK/SONNY BRYAN   ","281-618-4700","2350 N. SAM HOUSTON PKWY. E., SUITE 125","HOUSTON                  ","TX","77032-3126"
"2013-05-14","1244932","1244932",False,False,"AR","  ","FAULKNER       ","SNEED 8-11                    ","4-6 H36                  ","6-8N-11W-1912FSL-1783FEL                                    ","6   ","8  ","N","11 ","W","1912 ","FSL   ","          ","1783 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","FAULKNER       ","36-9N-12W-2010FSL-1375FEL                                   ","36  ","9  ","N","12 ","W","2010 ","FSL   ","          ","1375 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-045-10451-  ","46358   ","   ","       ","GAS ","OD                  ",False,"2013-01-28","2013-05-11","","2.1 MI SE OF QUITMAN          ","DESOTO DRILLING, INC.                  ","RANDY PAYNE                       ","501-548-6600        ","P.O. BOX 789                           ","CONWAY                   ","AR","72032-0789","2     ","DW",5500,5449,13300,"                                                  ","WORK","DRL",2,-92.206151,35.353293,"SEECO, INC.                            ","DOUG VAN SLANBROUCK/SONNY BRYAN   ","281-618-4700","2350 N. SAM HOUSTON PKWY. E., SUITE 125","HOUSTON                  ","TX","77032-3126"
"2013-05-14","1256120","1256120",False,False,"AR","  ","FAULKNER       ","CECIL HALL 08-13              ","2-8 H5                   ","8-8N-13W-1592FNL-1425FEL                                    ","8   ","8  ","N","13 ","W","1592 ","FNL   ","          ","1425 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","FAULKNER       ","5-8N-13W-490FNL-203FEL                                      ","5   ","8  ","N","13 ","W","490  ","FNL   ","          ","203  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-045-10452-  ","46454   ","   ","       ","GAS ","OD                  ",False,"2013-03-11","2013-05-19","","1.5 MI SE OF DAMASCUS         ","DESOTO DRILLING, INC.                  ","RANDY PAYNE                       ","501-548-6600        ","P.O. BOX 789                           ","CONWAY                   ","AR","72032-0789","6     ","DW",4900,0,12400,"                                                  ","PREP","ASN",1,-92.397512,35.347987,"SEECO, INC.                            ","DOUG VAN SLANBROUCK/SONNY BRYAN   ","281-618-4700","2350 N. SAM HOUSTON PKWY. E., SUITE 125","HOUSTON                  ","TX","77032-3126"
"2013-05-14","1261108","1261108",True,False,"AR","  ","LAFAYETTE      ","GLADNEY                       ","2                        ","3-16S-24W-136FSL-2458FWL                                    ","3   ","16 ","S","24 ","W","136  ","FSL   ","          ","2458 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","LAFAYETTE      ","3-16S-24W-136FSL-2458FWL                                    ","3   ","16 ","S","24 ","W","136  ","FSL   ","          ","2458 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","LEWISVILLE OLD TOWN ","                    ","                    ","                    ","                    ","03-073-11500-  ","46486   ","   ","       ","OIL ","OD                  ",False,"2013-03-20","2013-05-09","","1.4 MI NE OF LEWISVILLE       ","MIKE ROGERS DRILLING COMPANY, INC.     ","MIKE ROGERS/CRAIG ROGERS          ","870-234-2356        ","P.O. BOX 126                           ","MAGNOLIA                 ","AR","71754-0126","1     ","TK",5600,0,0,"                                                  ","WORK","DRL",1,-93.572295,33.378569,"WEISER-BROWN OPERATING COMPANY         ","NATHAN CALDWELL/CHRIS WEISER      ","870-234-3050","P.O. BOX 500                           ","MAGNOLIA                 ","AR","71754-0500"
"2013-05-14","1256777","1256777",False,False,"AR","  ","MILLER         ","GOLDMAN -A-                   ","6                        ","31-16S-26W-1539FSL-1119FEL                                  ","31  ","16 ","S","26 ","W","1539 ","FSL   ","          ","1119 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","MILLER         ","31-16S-26W-1539FSL-1119FEL                                  ","31  ","16 ","S","26 ","W","1539 ","FSL   ","          ","1119 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","FOUKE               ","                    ","                    ","                    ","                    ","03-091-10906-  ","46466   ","   ","       ","OIL ","OD                  ",False,"2013-03-12","2013-05-08","","5 MI E OF FOUKE               ","SEWELL DRILLING, LLC                   ","GARY SEWELL                       ","870-863-5800        ","4546 JUNCTION CITY HIGHWAY             ","EL DORADO                ","AR","71730-6154","2     ","  ",4600,0,0,"                                                  ","WORK","DRL",1,-93.828151,33.31537,"ENERCO OPERATING CORPORATION           ","JON MYHRE                         ","318-861-5162","P.O. BOX 1491                          ","SHREVEPORT               ","LA","71164-1491"
"2013-05-14","1260062","1260062",False,False,"AR","  ","SEBASTIAN      ","CONDREN                       ","8-7X8                    ","7-6N-31W-1440FSL-0FEL                                       ","7   ","6  ","N","31 ","W","1440 ","FSL   ","          ","0    ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","SEBASTIAN      ","7-6N-31W-1440FSL-0FEL                                       ","7   ","6  ","N","31 ","W","1440 ","FSL   ","          ","0    ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-44                ","                    ","                    ","                    ","                    ","03-131-11569-  ","46507   ","   ","       ","GAS ","OD                  ",False,"2013-03-26","2013-04-24","","2 MI W OF GREENWOOD           ","REDLAND ENERGY SERVICES, LLC           ","MIKE BUTLER                       ","479-242-7000        ","P.O. BOX 10613                         ","FORT SMITH               ","AR","72917     ","18    ","DW",6700,0,0,"                                                  ","WORK","DRL",1,-94.335323,35.209565,"STEPHENS PRODUCTION COMPANY            ","GARY GARRETT/SAM HALL             ","479-783-4191","P.O. BOX 2407                          ","FORT SMITH               ","AR","72902-2407"
"2013-05-14","1261101","1261101",False,False,"AR","  ","UNION          ","CLYDE SMITH                   ","1                        ","28-19S-18W-993FWL-1834FSL                                   ","28  ","19 ","S","18 ","W","993  ","FWL   ","          ","1834 ","FSL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","UNION          ","28-19S-18W-993FWL-1834FSL                                   ","28  ","19 ","S","18 ","W","993  ","FWL   ","          ","1834 ","FSL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","TUBAL               ","                    ","                    ","                    ","                    ","03-139-13411-  ","46459   ","   ","       ","OIL ","OD                  ",False,"2013-03-11","2013-04-23","","4 MI WSW OF TUBAL             ","RELIANCE WELL SERVICE, INC.            ","CHRIS STORY/MAX STORY             ","870-234-2700        ","P.O. BOX 787                           ","MAGNOLIA                 ","AR","71754-0787","RR1   ","  ",8500,0,0,"                                                  ","WORK","DRL",1,-92.984586,33.049772,"SKLAR EXPLORATION COMPANY, LLC         ","RICHARD WEST/CORY EZELLE          ","318-227-8668","401 EDWARDS STREET, SUITE 1601         ","SHREVEPORT               ","LA","71101-5507"
