"date_prod","mast_id","well_id","new_well","orph_well","state_name","dist_name","county_sl","wellnam_sl","wellnum_sl","legal_sl","sec_sl","twn_sl","twndir_sl","rng_sl","rngdir_sl","ftg1_sl","ftg1dir_sl","ftg1ref_sl","ftg2_sl","ftg2dir_sl","ftg2ref_sl","qtrsec_sl","ftgcor_sl","crtrqd1_sl","crtrqd2_sl","abstno_sl","blknam_sl","blknum_sl","srvynam_sl","srvynum_sl","well_ornt","county_bh","legal_bh","sec_bh","twn_bh","twndir_bh","rng_bh","rngdir_bh","ftg1_bh","ftg1dir_bh","ftg1ref_bh","ftg2_bh","ftg2dir_bh","ftg2ref_bh","qtrsec_bh","ftgcor_bh","crtrqd1_bh","crtrqd2_bh","abstno_bh","blknam_bh","blknum_bh","srvynam_bh","srvynum_bh","field_1","field_2","field_3","field_4","field_5","api_num","perm_num","well_purp","job_num","well_class","work_type","h2s_gas","date_aprv","date_spud","date_rels","well_prox","dril_name","dril_cont","dril_phone","dril_addr","dril_city","dril_state","dril_zip","rig_num","dril_term","p_t_d","well_depth","meas_depth","add_info","recrd_stat","well_actv","map_ref","well_long","well_lat","oper_name","oper_cont","oper_phone","oper_addr","oper_city","oper_state","oper_zip"
"2013-05-07","1206263","1206263",True,False,"AR","  ","CONWAY         ","REYES SALINAS 9-15            ","5-20 H29                 ","20-9N-15W-72FNL-2458FWL                                     ","20  ","9  ","N","15 ","W","72   ","FNL   ","          ","2458 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","CONWAY         ","29-9N-15W-1319FNL-2283FWL                                   ","29  ","9  ","N","15 ","W","1319 ","FNL   ","          ","2283 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-029-11137-  ","45942   ","   ","       ","GAS ","OD                  ",False,"2012-08-17","2013-05-13","","4 MI NW OF CENTER RIDGE       ","DESOTO DRILLING, INC.                  ","RANDY PAYNE                       ","501-548-6600        ","P.O. BOX 789                           ","CONWAY                   ","AR","72032-0789","30    ","DW",4300,0,11000,"                                                  ","PREP","ASN",1,-92.613258,35.414844,"SEECO, INC.                            ","DOUG VAN SLANBROUCK/SONNY BRYAN   ","281-618-4700","2350 N. SAM HOUSTON PKWY. E., SUITE 125","HOUSTON                  ","TX","77032-3126"
"2013-05-07","1206264","1206264",False,False,"AR","  ","CONWAY         ","REYES SALINAS 9-15            ","6-20 H29                 ","20-9N-15W-60FNL-2442FWL                                     ","20  ","9  ","N","15 ","W","60   ","FNL   ","          ","2442 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","CONWAY         ","29-9N-15W-591FNL-1694FWL                                    ","29  ","9  ","N","15 ","W","591  ","FNL   ","          ","1694 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-029-11138-  ","45943   ","   ","       ","GAS ","OD                  ",False,"2012-08-17","2013-05-02","","4 MI NW OF CENTER RIDGE       ","DESOTO DRILLING, INC.                  ","RANDY PAYNE                       ","501-548-6600        ","P.O. BOX 789                           ","CONWAY                   ","AR","72032-0789","30    ","DW",4300,3040,10800,"                                                  ","WORK","DRL",3,-92.613311,35.414878,"SEECO, INC.                            ","DOUG VAN SLANBROUCK/SONNY BRYAN   ","281-618-4700","2350 N. SAM HOUSTON PKWY. E., SUITE 125","HOUSTON                  ","TX","77032-3126"
"2013-05-07","1244930","1244930",False,False,"AR","  ","FAULKNER       ","SNEED 8-11                    ","3-6 H31                  ","6-8N-11W-1930FSL-1774FEL                                    ","6   ","8  ","N","11 ","W","1930 ","FSL   ","          ","1774 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","FAULKNER       ","31-9N-11W-1022FSL-674FWL                                    ","31  ","9  ","N","11 ","W","1022 ","FSL   ","          ","674  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-045-10450-  ","46357   ","   ","       ","GAS ","OD                  ",False,"2013-01-28","2013-05-01","","2.1 MI SE OF QUITMAN          ","DESOTO DRILLING, INC.                  ","RANDY PAYNE                       ","501-548-6600        ","P.O. BOX 789                           ","CONWAY                   ","AR","72032-0789","2     ","DW",5500,5439,11800,"                                                  ","WORK","DRL",2,-92.206176,35.353245,"SEECO, INC.                            ","DOUG VAN SLANBROUCK/SONNY BRYAN   ","281-618-4700","2350 N. SAM HOUSTON PKWY. E., SUITE 125","HOUSTON                  ","TX","77032-3126"
"2013-05-07","1244932","1244932",False,False,"AR","  ","FAULKNER       ","SNEED 8-11                    ","4-6 H36                  ","6-8N-11W-1912FSL-1783FEL                                    ","6   ","8  ","N","11 ","W","1912 ","FSL   ","          ","1783 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","FAULKNER       ","36-9N-12W-2010FSL-1375FEL                                   ","36  ","9  ","N","12 ","W","2010 ","FSL   ","          ","1375 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-045-10451-  ","46358   ","   ","       ","GAS ","OD                  ",False,"2013-01-28","2013-05-10","","2.1 MI SE OF QUITMAN          ","DESOTO DRILLING, INC.                  ","RANDY PAYNE                       ","501-548-6600        ","P.O. BOX 789                           ","CONWAY                   ","AR","72032-0789","2     ","DW",5500,0,13300,"                                                  ","PREP","ASN",1,-92.206151,35.353293,"SEECO, INC.                            ","DOUG VAN SLANBROUCK/SONNY BRYAN   ","281-618-4700","2350 N. SAM HOUSTON PKWY. E., SUITE 125","HOUSTON                  ","TX","77032-3126"
"2013-05-07","1256777","1256777",True,False,"AR","  ","MILLER         ","GOLDMAN -A-                   ","6                        ","31-16S-26W-1539FSL-1119FEL                                  ","31  ","16 ","S","26 ","W","1539 ","FSL   ","          ","1119 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","MILLER         ","31-16S-26W-1539FSL-1119FEL                                  ","31  ","16 ","S","26 ","W","1539 ","FSL   ","          ","1119 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","FOUKE               ","                    ","                    ","                    ","                    ","03-091-10906-  ","46466   ","   ","       ","OIL ","OD                  ",False,"2013-03-12","2013-05-06","","5 MI E OF FOUKE               ","SEWELL DRILLING, LLC                   ","GARY SEWELL                       ","870-863-5800        ","4546 JUNCTION CITY HIGHWAY             ","EL DORADO                ","AR","71730-6154","2     ","  ",4600,0,0,"                                                  ","WORK","DRL",1,-93.828151,33.31537,"ENERCO OPERATING CORPORATION           ","JON MYHRE                         ","318-861-5162","P.O. BOX 1491                          ","SHREVEPORT               ","LA","71164-1491"
"2013-05-07","1263188","1263188",False,False,"AR","  ","OUACHITA       ","WESSON SMACKOVER LIME UNIT    ","10                       ","13-15S-19W-240FSL-1850FEL                                   ","13  ","15 ","S","19 ","W","240  ","FSL   ","          ","1850 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","OUACHITA       ","13-15S-19W-240FSL-1850FEL                                   ","13  ","15 ","S","19 ","W","240  ","FSL   ","          ","1850 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WESSON              ","                    ","                    ","                    ","                    ","03-103-11287-  ","46532   ","   ","       ","OIL ","OD                  ",False,"2013-04-09","2013-04-21","","3 MI E OF STEPHENS            ","MIKE ROGERS DRILLING COMPANY, INC.     ","MIKE ROGERS/CRAIG ROGERS          ","870-234-2356        ","P.O. BOX 126                           ","MAGNOLIA                 ","AR","71754-0126","1     ","TK",6050,6220,0,"                                                  ","WORK","DRL",1,-93.018501,33.422648,"WEISER-BROWN OPERATING COMPANY         ","NATHAN CALDWELL/CHRIS WEISER      ","870-234-3050","P.O. BOX 500                           ","MAGNOLIA                 ","AR","71754-0500"
"2013-05-07","1260062","1260062",False,False,"AR","  ","SEBASTIAN      ","CONDREN                       ","8-7X8                    ","7-6N-31W-1440FSL-0FEL                                       ","7   ","6  ","N","31 ","W","1440 ","FSL   ","          ","0    ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","SEBASTIAN      ","7-6N-31W-1440FSL-0FEL                                       ","7   ","6  ","N","31 ","W","1440 ","FSL   ","          ","0    ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-44                ","                    ","                    ","                    ","                    ","03-131-11569-  ","46507   ","   ","       ","GAS ","OD                  ",False,"2013-03-26","2013-04-24","","2 MI W OF GREENWOOD           ","REDLAND ENERGY SERVICES, LLC           ","MIKE BUTLER                       ","479-242-7000        ","P.O. BOX 10613                         ","FORT SMITH               ","AR","72917     ","18    ","DW",6700,0,0,"                                                  ","WORK","DRL",1,-94.335323,35.209565,"STEPHENS PRODUCTION COMPANY            ","GARY GARRETT/SAM HALL             ","479-783-4191","P.O. BOX 2407                          ","FORT SMITH               ","AR","72902-2407"
"2013-05-07","1261101","1261101",False,False,"AR","  ","UNION          ","CLYDE SMITH                   ","1                        ","28-19S-18W-993FWL-1834FSL                                   ","28  ","19 ","S","18 ","W","993  ","FWL   ","          ","1834 ","FSL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","UNION          ","28-19S-18W-993FWL-1834FSL                                   ","28  ","19 ","S","18 ","W","993  ","FWL   ","          ","1834 ","FSL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","TUBAL               ","                    ","                    ","                    ","                    ","03-139-13411-  ","46459   ","   ","       ","OIL ","OD                  ",False,"2013-03-11","2013-04-23","","4 MI WSW OF TUBAL             ","RELIANCE WELL SERVICE, INC.            ","CHRIS STORY/MAX STORY             ","870-234-2700        ","P.O. BOX 787                           ","MAGNOLIA                 ","AR","71754-0787","RR1   ","  ",8500,0,0,"                                                  ","WORK","DRL",2,-92.984586,33.049772,"SKLAR EXPLORATION COMPANY, LLC         ","RICHARD WEST/CORY EZELLE          ","318-227-8668","401 EDWARDS STREET, SUITE 1601         ","SHREVEPORT               ","LA","71101-5507"
"2013-05-07","1269183","1269183",False,False,"AR","  ","UNION          ","LOUIS WERNER -AB-             ","48                       ","5-16S-16W-2990FNL-818FWL                                    ","5   ","16 ","S","16 ","W","2990 ","FNL   ","          ","818  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","UNION          ","5-16S-16W-2990FNL-818FWL                                    ","5   ","16 ","S","16 ","W","2990 ","FNL   ","          ","818  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","SMACKOVER           ","                    ","                    ","                    ","                    ","03-139-13416-  ","46577   ","   ","       ","OIL ","OD                  ",False,"2013-04-30","2013-05-08","","2 MI W OF SMACKOVER           ","SEWELL DRILLING, LLC                   ","GARY SEWELL                       ","870-863-5800        ","4546 JUNCTION CITY HIGHWAY             ","EL DORADO                ","AR","71730-6154","1     ","  ",2800,0,0,"                                                  ","WORK","MOL",2,-92.784206,33.363821,"JERRY LANGLEY OIL COMPANY, LLC         ","JERRY LANGLEY                     ","870-725-3042","P.O. BOX 113                           ","SMACKOVER                ","AR","71762-0113"
"2013-05-07","1260866","1260866",True,False,"AR","  ","VAN BUREN      ","KENNY LEE 9-13                ","9-27 H23                 ","27-9N-13W-574FSL-545FEL                                     ","27  ","9  ","N","13 ","W","574  ","FSL   ","          ","545  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","VAN BUREN      ","23-9N-13W-530FSL-211FWL                                     ","23  ","9  ","N","13 ","W","530  ","FSL   ","          ","211  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-141-11693-  ","46511   ","   ","       ","GAS ","OD                  ",False,"2013-03-28","2013-05-10","",".7 MI SW OF GRAVESVILLE       ","DESOTO DRILLING, INC.                  ","RANDY PAYNE                       ","501-548-6600        ","P.O. BOX 789                           ","CONWAY                   ","AR","72032-0789","6     ","DW",5000,0,11500,"                                                  ","PREP","ASN",2,-92.357475,35.382387,"SEECO, INC.                            ","DOUG VAN SLANBROUCK/SONNY BRYAN   ","281-618-4700","2350 N. SAM HOUSTON PKWY. E., SUITE 125","HOUSTON                  ","TX","77032-3126"
"2013-05-07","1253532","1253532",True,False,"AR","  ","VAN BUREN      ","LINN 10-12                    ","10-8 H                   ","8-10N-12W-481FNL-823FEL                                     ","8   ","10 ","N","12 ","W","481  ","FNL   ","          ","823  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","VAN BUREN      ","8-10N-12W-60FNL-20FWL                                       ","8   ","10 ","N","12 ","W","60   ","FNL   ","          ","20   ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-141-11681-  ","46446   ","   ","       ","GAS ","OD                  ",False,"2013-02-28","2013-05-13","","4.4 MI NE OF MORGANTON        ","DESOTO DRILLING, INC.                  ","RANDY PAYNE                       ","501-548-6600        ","P.O. BOX 789                           ","CONWAY                   ","AR","72032-0789","1     ","DW",3500,0,9000,"                                                  ","PREP","ASN",1,-92.287061,35.523112,"SEECO, INC.                            ","DOUG VAN SLANBROUCK/SONNY BRYAN   ","281-618-4700","2350 N. SAM HOUSTON PKWY. E., SUITE 125","HOUSTON                  ","TX","77032-3126"
"2013-05-07","1237755","1237755",False,False,"AR","  ","VAN BUREN      ","DORIS GRADDY 10-13            ","10-13 H18                ","13-10N-13W-503FSL-1585FEL                                   ","13  ","10 ","N","13 ","W","503  ","FSL   ","          ","1585 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","VAN BUREN      ","18-10N-12W-20FNL-83FWL                                      ","18  ","10 ","N","12 ","W","20   ","FNL   ","          ","83   ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-141-11659-  ","46250   ","   ","       ","GAS ","OD                  ",False,"2012-12-26","2013-05-01","","1.9 MI NE OF MORGANTON        ","DESOTO DRILLING, INC.                  ","RANDY PAYNE                       ","501-548-6600        ","P.O. BOX 789                           ","CONWAY                   ","AR","72032-0789","6     ","DW",3500,5127,10000,"                                                  ","WORK","DRL",5,-92.322099,35.497482,"SEECO, INC.                            ","DOUG VAN SLANBROUCK/SONNY BRYAN   ","281-618-4700","2350 N. SAM HOUSTON PKWY. E., SUITE 125","HOUSTON                  ","TX","77032-3126"
