"date_prod","mast_id","well_id","state_name","dist_name","county_sl","wellnam_sl","wellnum_sl","legal_sl","sec_sl","twn_sl","twndir_sl","rng_sl","rngdir_sl","ftg1_sl","ftg1dir_sl","ftg1ref_sl","ftg2_sl","ftg2dir_sl","ftg2ref_sl","qtrsec_sl","ftgcor_sl","crtrqd1_sl","crtrqd2_sl","abstno_sl","blknam_sl","blknum_sl","srvynam_sl","srvynum_sl","well_ornt","county_bh","legal_bh","sec_bh","twn_bh","twndir_bh","rng_bh","rngdir_bh","ftg1_bh","ftg1dir_bh","ftg1ref_bh","ftg2_bh","ftg2dir_bh","ftg2ref_bh","qtrsec_bh","ftgcor_bh","crtrqd1_bh","crtrqd2_bh","abstno_bh","blknam_bh","blknum_bh","srvynam_bh","srvynum_bh","field_1","field_2","field_3","field_4","field_5","api_num","perm_num","well_purp","well_class","work_type","h2s_gas","date_post","date_aprv","well_prox","p_t_d","add_info","recrd_stat","map_ref","well_long","well_lat","oper_name","oper_cont","oper_phone","oper_addr","oper_city","oper_state","oper_zip"
"2013-04-30","1267339","1267339","AR","  ","CLEBURNE       ","MCNAIR 9-11                   ","6-34 H                   ","34-9N-11W-291FSL-2362FWL                                    ","34  ","9  ","N","11 ","W","291  ","FSL   ","          ","2362 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","CLEBURNE       ","34-9N-11W-490FNL-1300FEL                                    ","34  ","9  ","N","11 ","W","490  ","FNL   ","          ","1300 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-023-10915-  ","46556   ","   ","GAS ","OD                  ",False,"2013-04-26","2013-04-25","3.6 MI SE OF QUITMAN          ",5500,"                                                  ","APRV",1,-92.156612,35.363054,"SEECO, INC.                            ","DOUG VAN SLANBROUCK/SONNY BRYAN   ","281-618-4700","2350 N. SAM HOUSTON PKWY. E., SUITE 125 ","HOUSTON                  ","TX","77032-3126"
"2013-04-30","1267335","1267335","AR","  ","CLEBURNE       ","MCNAIR 9-11                   ","3-34 H                   ","34-9N-11W-291FSL-2302FWL                                    ","34  ","9  ","N","11 ","W","291  ","FSL   ","          ","2302 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","CLEBURNE       ","34-9N-11W-490FNL-2219FWL                                    ","34  ","9  ","N","11 ","W","490  ","FNL   ","          ","2219 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-023-10912-  ","46553   ","   ","GAS ","OD                  ",False,"2013-04-26","2013-04-25","3.6 MI SE OF QUITMAN          ",5500,"                                                  ","APRV",1,-92.156813,35.363058,"SEECO, INC.                            ","DOUG VAN SLANBROUCK/SONNY BRYAN   ","281-618-4700","2350 N. SAM HOUSTON PKWY. E., SUITE 125 ","HOUSTON                  ","TX","77032-3126"
"2013-04-30","1267336","1267336","AR","  ","CLEBURNE       ","MCNAIR 9-11                   ","4-34 H                   ","34-9N-11W-291FSL-2322FWL                                    ","34  ","9  ","N","11 ","W","291  ","FSL   ","          ","2322 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","CLEBURNE       ","34-9N-11W-490FNL-2520FEL                                    ","34  ","9  ","N","11 ","W","490  ","FNL   ","          ","2520 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-023-10913-  ","46554   ","   ","GAS ","OD                  ",False,"2013-04-26","2013-04-25","3.6 MI SE OF QUITMAN          ",5500,"                                                  ","APRV",1,-92.156746,35.363058,"SEECO, INC.                            ","DOUG VAN SLANBROUCK/SONNY BRYAN   ","281-618-4700","2350 N. SAM HOUSTON PKWY. E., SUITE 125 ","HOUSTON                  ","TX","77032-3126"
"2013-04-30","1267331","1267331","AR","  ","COLUMBIA       ","P E NIPPER                    ","5-14                     ","14-18S-22W-1590FSL-985FEL                                   ","14  ","18 ","S","22 ","W","1590 ","FSL   ","          ","985  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","COLUMBIA       ","14-18S-22W-1590FSL-985FEL                                   ","14  ","18 ","S","22 ","W","1590 ","FSL   ","          ","985  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","DORCHEAT MACEDONIA  ","                    ","                    ","                    ","                    ","03-027-11931-  ","46550   ","   ","OIL ","OD                  ",False,"2013-04-26","2013-04-25","9 MI SW OF MAGNOLIA           ",8800,"                                                  ","APRV",1,-93.350231,33.174006,"BONANZA CREEK ENERGY RESOURCES, LLC    ","RICHARD POMRENKE/JOHN LARSON      ","713-337-1250","4 HOUSTON CENTER,1331 LAMAR, SUITE 1135 ","HOUSTON                  ","TX","77010     "
"2013-04-30","1267332","1267332","AR","  ","COLUMBIA       ","CASSIE MCWILLLIAMS            ","7                        ","13-18S-22W-1596FSL-280FEL                                   ","13  ","18 ","S","22 ","W","1596 ","FSL   ","          ","280  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","COLUMBIA       ","13-18S-22W-1596FSL-280FEL                                   ","13  ","18 ","S","22 ","W","1596 ","FSL   ","          ","280  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","DORCHEAT MACEDONIA  ","                    ","                    ","                    ","                    ","03-027-11932-  ","46551   ","   ","OIL ","OD                  ",False,"2013-04-26","2013-04-25","8.5 MI S OF MAGNOLIA          ",8800,"                                                  ","APRV",1,-93.330927,33.173544,"BONANZA CREEK ENERGY RESOURCES, LLC    ","RICHARD POMRENKE/JOHN LARSON      ","713-337-1250","4 HOUSTON CENTER,1331 LAMAR, SUITE 1135 ","HOUSTON                  ","TX","77010     "
"2013-04-30","1267694","1267694","AR","  ","CONWAY         ","HAWKINS 8-16                  ","6-27 H22                 ","27-8N-16W-351FSL-570FWL                                     ","27  ","8  ","N","16 ","W","351  ","FSL   ","          ","570  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","CONWAY         ","22-8N-16W-2010FSL-1615FWL                                   ","22  ","8  ","N","16 ","W","2010 ","FSL   ","          ","1615 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-029-11252-  ","46565   ","   ","GAS ","OD                  ",False,"2013-04-29","2013-04-26","2.2 MI E OF SAINT VINCENT     ",6100,"                                                  ","APRV",1,-92.694067,35.301023,"SEECO, INC.                            ","DOUG VAN SLANBROUCK/SONNY BRYAN   ","281-618-4700","2350 N. SAM HOUSTON PKWY. E., SUITE 125 ","HOUSTON                  ","TX","77032-3126"
"2013-04-30","1267699","1267699","AR","  ","CONWAY         ","HAWKINS 8-16                  ","7-27 H22                 ","27-8N-16W-351FSL-550FWL                                     ","27  ","8  ","N","16 ","W","351  ","FSL   ","          ","550  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","CONWAY         ","22-8N-16W-2330FSL-925FWL                                    ","22  ","8  ","N","16 ","W","2330 ","FSL   ","          ","925  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-029-11253-  ","46566   ","   ","GAS ","OD                  ",False,"2013-04-29","2013-04-26","2.2 MI E OF SAINT VINCENT     ",6100,"                                                  ","APRV",1,-92.694134,35.301023,"SEECO, INC.                            ","DOUG VAN SLANBROUCK/SONNY BRYAN   ","281-618-4700","2350 N. SAM HOUSTON PKWY. E., SUITE 125 ","HOUSTON                  ","TX","77032-3126"
"2013-04-30","1267702","1267702","AR","  ","CONWAY         ","HAWKINS 8-16                  ","8-27 H22                 ","27-8N-16W-351FSL-530FWL                                     ","27  ","8  ","N","16 ","W","351  ","FSL   ","          ","530  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","CONWAY         ","22-8N-16W-2585FSL-235FWL                                    ","22  ","8  ","N","16 ","W","2585 ","FSL   ","          ","235  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-029-11254-  ","46567   ","   ","GAS ","OD                  ",False,"2013-04-29","2013-04-26","2.2 MI E OF SAINT VINCENT     ",6100,"                                                  ","APRV",1,-92.694201,35.301027,"SEECO, INC.                            ","DOUG VAN SLANBROUCK/SONNY BRYAN   ","281-618-4700","2350 N. SAM HOUSTON PKWY. E., SUITE 125 ","HOUSTON                  ","TX","77032-3126"
"2013-04-30","1267710","1267710","AR","  ","CONWAY         ","HAWKINS 8-16                  ","5-27 H22                 ","27-8N-16W-351FSL-590FWL                                     ","27  ","8  ","N","16 ","W","351  ","FSL   ","          ","590  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","CONWAY         ","22-8N-16W-1690FSL-2305FWL                                   ","22  ","8  ","N","16 ","W","1690 ","FSL   ","          ","2305 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-029-11255-  ","46564   ","   ","GAS ","OD                  ",False,"2013-04-29","2013-04-26","2.2 MI E OF SAINT VINCENT     ",6100,"                                                  ","APRV",1,-92.694,35.301023,"SEECO, INC.                            ","DOUG VAN SLANBROUCK/SONNY BRYAN   ","281-618-4700","2350 N. SAM HOUSTON PKWY. E., SUITE 125 ","HOUSTON                  ","TX","77032-3126"
"2013-04-30","1267808","1267808","AR","  ","WHITE          ","ADAMS TRUST 7-8               ","4-8 H17                  ","8-7N-8W-1550FNL-2476FWL                                     ","8   ","7  ","N","8  ","W","1550 ","FNL   ","          ","2476 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WHITE          ","17-7N-8W-2068FNL-1777FWL                                    ","17  ","7  ","N","8  ","W","2068 ","FNL   ","          ","1777 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-145-11419-  ","46572   ","   ","GAS ","OD                  ",False,"2013-04-29","2013-04-29",".7 MI FROM CENTER HILL        ",5200,"                                                  ","APRV",1,-91.881126,35.251005,"BHP BILLITON PETR. (FAYETTEVILLE), LLC ","MIKE CHURCHWELL                   ","501-305-3603","1686 LETONA ROAD                        ","SEARCY                   ","AR","72143     "
"2013-04-30","1267809","1267809","AR","  ","WHITE          ","ADAMS TRUST 7-8               ","5-8 H17                  ","8-7N-8W-1550FNL-2491FWL                                     ","8   ","7  ","N","8  ","W","1550 ","FNL   ","          ","2491 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WHITE          ","17-7N-8W-2263FSL-2356FWL                                    ","17  ","7  ","N","8  ","W","2263 ","FSL   ","          ","2356 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-145-11420-  ","46573   ","   ","GAS ","OD                  ",False,"2013-04-29","2013-04-29",".7 MI FROM CENTER HILL        ",5200,"                                                  ","APRV",1,-91.881077,35.251005,"BHP BILLITON PETR. (FAYETTEVILLE), LLC ","MIKE CHURCHWELL                   ","501-305-3603","1686 LETONA ROAD                        ","SEARCY                   ","AR","72143     "
"2013-04-30","1267811","1267811","AR","  ","WHITE          ","ADAMS TRUST 7-8               ","6-8 H17                  ","8-7N-8W-1550FNL-2506FWL                                     ","8   ","7  ","N","8  ","W","1550 ","FNL   ","          ","2506 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WHITE          ","17-7N-8W-1279FSL-2376FEL                                    ","17  ","7  ","N","8  ","W","1279 ","FSL   ","          ","2376 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-145-11421-  ","46574   ","   ","GAS ","OD                  ",False,"2013-04-29","2013-04-29",".7 MI FROM CENTER HILL        ",5200,"                                                  ","APRV",1,-91.881027,35.251005,"BHP BILLITON PETR. (FAYETTEVILLE), LLC ","MIKE CHURCHWELL                   ","501-305-3603","1686 LETONA ROAD                        ","SEARCY                   ","AR","72143     "
"2013-04-30","1267812","1267812","AR","  ","WHITE          ","ADAMS TRUST 7-8               ","7-8 H17                  ","8-7N-8W-1550FNL-2521FWL                                     ","8   ","7  ","N","8  ","W","1550 ","FNL   ","          ","2521 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WHITE          ","17-7N-8W-455FSL-1800FEL                                     ","17  ","7  ","N","8  ","W","455  ","FSL   ","          ","1800 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-145-11422-  ","46575   ","   ","GAS ","OD                  ",False,"2013-04-29","2013-04-29",".7 MI FROM CENTER HILL        ",5200,"                                                  ","APRV",1,-91.880976,35.251005,"BHP BILLITON PETR. (FAYETTEVILLE), LLC ","MIKE CHURCHWELL                   ","501-305-3603","1686 LETONA ROAD                        ","SEARCY                   ","AR","72143     "
"2013-04-30","1267818","1267818","AR","  ","WHITE          ","ADAMS TRUST 7-8               ","1-8 H5                   ","8-7N-8W-1541FNL-2446FWL                                     ","8   ","7  ","N","8  ","W","1541 ","FNL   ","          ","2446 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WHITE          ","5-7N-8W-20FNL-1783FWL                                       ","5   ","7  ","N","8  ","W","20   ","FNL   ","          ","1783 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-145-11416-  ","46569   ","   ","GAS ","OD                  ",False,"2013-04-29","2013-04-29",".7 MI FROM CENTER HILL        ",5200,"                                                  ","APRV",1,-91.881227,35.251032,"BHP BILLITON PETR. (FAYETTEVILLE), LLC ","MIKE CHURCHWELL                   ","501-305-3603","1686 LETONA ROAD                        ","SEARCY                   ","AR","72143     "
"2013-04-30","1267820","1267820","AR","  ","WHITE          ","ADAMS TRUST 7-8               ","2-8 H5                   ","8-7N-8W-1551FNL-2446FWL                                     ","8   ","7  ","N","8  ","W","1551 ","FNL   ","          ","2446 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WHITE          ","5-7N-8W-20FNL-2362FWL                                       ","5   ","7  ","N","8  ","W","20   ","FNL   ","          ","2362 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-145-11417-  ","46570   ","   ","GAS ","OD                  ",False,"2013-04-29","2013-04-29",".7 MI TO CENTER HILL          ",5200,"                                                  ","APRV",1,-91.881227,35.251005,"BHP BILLITON PETR. (FAYETTEVILLE), LLC ","MIKE CHURCHWELL                   ","501-305-3603","1686 LETONA ROAD                        ","SEARCY                   ","AR","72143     "
"2013-04-30","1267823","1267823","AR","  ","WHITE          ","ADAMS TRUST 7-8               ","3-8 H5                   ","8-7N-8W-1551FNL-2461FWL                                     ","8   ","7  ","N","8  ","W","1551 ","FNL   ","          ","2461 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WHITE          ","5-7N-8W-20FNL-2330FEL                                       ","5   ","7  ","N","8  ","W","20   ","FNL   ","          ","2330 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-145-11418-  ","46571   ","   ","GAS ","OD                  ",False,"2013-04-29","2013-04-29",".7 MI TO CENTER HILL          ",5200,"                                                  ","APRV",1,-91.881178,35.251005,"BHP BILLITON PETR. (FAYETTEVILLE), LLC ","MIKE CHURCHWELL                   ","501-305-3603","1686 LETONA ROAD                        ","SEARCY                   ","AR","72143     "
"2013-04-30","1267288","1267288","AR","  ","WHITE          ","THARP 9-7                     ","2-23 H                   ","23-9N-7W-337FNL-562FWL                                      ","23  ","9  ","N","7  ","W","337  ","FNL   ","          ","562  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WHITE          ","23-9N-7W-390FSL-899FWL                                      ","23  ","9  ","N","7  ","W","390  ","FSL   ","          ","899  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-145-11415-  ","46559   ","   ","GAS ","OD                  ",False,"2013-04-26","2013-04-25","2.9 MI SW OF STEPROCK         ",4200,"                                                  ","APRV",1,-91.72702,35.399099,"SEECO, INC.                            ","DOUG VAN SLANBROUCK/SONNY BRYAN   ","281-618-4700","2350 N. SAM HOUSTON PKWY. E., SUITE 125 ","HOUSTON                  ","TX","77032-3126"
