"date_prod","mast_id","well_id","state_name","dist_name","county_sl","wellnam_sl","wellnum_sl","legal_sl","sec_sl","twn_sl","twndir_sl","rng_sl","rngdir_sl","ftg1_sl","ftg1dir_sl","ftg1ref_sl","ftg2_sl","ftg2dir_sl","ftg2ref_sl","qtrsec_sl","ftgcor_sl","crtrqd1_sl","crtrqd2_sl","abstno_sl","blknam_sl","blknum_sl","srvynam_sl","srvynum_sl","well_ornt","county_bh","legal_bh","sec_bh","twn_bh","twndir_bh","rng_bh","rngdir_bh","ftg1_bh","ftg1dir_bh","ftg1ref_bh","ftg2_bh","ftg2dir_bh","ftg2ref_bh","qtrsec_bh","ftgcor_bh","crtrqd1_bh","crtrqd2_bh","abstno_bh","blknam_bh","blknum_bh","srvynam_bh","srvynum_bh","field_1","field_2","field_3","field_4","field_5","api_num","perm_num","well_purp","well_class","work_type","h2s_gas","date_post","date_aprv","well_prox","p_t_d","add_info","recrd_stat","map_ref","well_long","well_lat","oper_name","oper_cont","oper_phone","oper_addr","oper_city","oper_state","oper_zip"
"2013-05-07","1269195","1269195","AR","  ","WHITE          ","PRATT 9-7                     ","7-14 H13                 ","14-9N-7W-470FNL-2509FEL                                     ","14  ","9  ","N","7  ","W","470  ","FNL   ","          ","2509 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WHITE          ","14-9N-7W-774FSL-2565FEL                                     ","14  ","9  ","N","7  ","W","774  ","FSL   ","          ","2565 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-145-11425-  ","46583   ","   ","GAS ","OD                  ",False,"2013-05-03","2013-05-03","2.3 MI SW OF STEPROCK         ",3900,"                                                  ","APRV",1,-91.719032,35.412889,"SEECO, INC.                            ","DOUG VAN SLANBROUCK/SONNY BRYAN   ","281-618-4700","2350 N. SAM HOUSTON PKWY. E., SUITE 125 ","HOUSTON                  ","TX","77032-3126"
"2013-05-07","1269198","1269198","AR","  ","WHITE          ","BYRD 9-7                      ","4-13 H11                 ","13-9N-7W-945FNL-2203FEL                                     ","13  ","9  ","N","7  ","W","945  ","FNL   ","          ","2203 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WHITE          ","11-9N-7W-1822FNL-1542FEL                                    ","11  ","9  ","N","7  ","W","1822 ","FNL   ","          ","1542 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-145-11426-  ","46584   ","   ","GAS ","OD                  ",False,"2013-05-03","2013-05-03","1.3 MI SW OF STEPROCK         ",4000,"                                                  ","APRV",1,-91.700237,35.411547,"SEECO, INC.                            ","DOUG VAN SLANBROUCK/SONNY BRYAN   ","281-618-4700","2350 N. SAM HOUSTON PKWY. E., SUITE 125 ","HOUSTON                  ","TX","77032-3126"
"2013-05-07","1269179","1269179","AR","  ","WHITE          ","BYRD 9-07                     ","5-13 H11                 ","13-9N-7W-945FNL-2183FEL                                     ","13  ","9  ","N","7  ","W","945  ","FNL   ","          ","2183 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WHITE          ","11-9N-7W-1254FNL-1260FEL                                    ","11  ","9  ","N","7  ","W","1254 ","FNL   ","          ","1260 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-145-11427-  ","46585   ","   ","GAS ","OD                  ",False,"2013-05-03","2013-05-03","1.3 MI SW OF STEPROCK         ",4100,"                                                  ","APRV",1,-91.700169,35.411551,"SEECO, INC.                            ","DOUG VAN SLANBROUCK/SONNY BRYAN   ","281-618-4700","2350 N. SAM HOUSTON PKWY. E., SUITE 125 ","HOUSTON                  ","TX","77032-3126"
"2013-05-07","1269181","1269181","AR","  ","WHITE          ","BYRD 9-07                     ","6-13 H11                 ","13-9N-7W-945FNL-2163FEL                                     ","13  ","9  ","N","7  ","W","945  ","FNL   ","          ","2163 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WHITE          ","11-9N-7W-689FNL-974FEL                                      ","11  ","9  ","N","7  ","W","689  ","FNL   ","          ","974  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-145-11428-  ","46586   ","   ","GAS ","OD                  ",False,"2013-05-03","2013-05-03","1.3 MI SW OF STEPROCK         ",4100,"                                                  ","APRV",1,-91.700102,35.411551,"SEECO, INC.                            ","DOUG VAN SLANBROUCK/SONNY BRYAN   ","281-618-4700","2350 N. SAM HOUSTON PKWY. E., SUITE 125 ","HOUSTON                  ","TX","77032-3126"
"2013-05-07","1269188","1269188","AR","  ","WHITE          ","PRATT 9-7                     ","5-14 H13                 ","14-9N-7W-484FNL-1073FWL                                     ","14  ","9  ","N","7  ","W","484  ","FNL   ","          ","1073 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WHITE          ","13-9N-7W-511FSL-1250FWL                                     ","13  ","9  ","N","7  ","W","511  ","FSL   ","          ","1250 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-145-11423-  ","46581   ","   ","GAS ","OD                  ",False,"2013-05-03","2013-05-03","2.3 MI SW OF STEPROCK         ",4100,"                                                  ","APRV",1,-91.725178,35.412992,"SEECO, INC.                            ","DOUG VAN SLANBROUCK/SONNY BRYAN   ","281-618-4700","2350 N. SAM HOUSTON PKWY. E., SUITE 125 ","HOUSTON                  ","TX","77032-3126"
"2013-05-07","1268770","1268770","CO","  ","CHEYENNE       ","SNOWMASS                      ","32-32                    ","32-12S-47W-2566FNL-2404FEL                                  ","32  ","12 ","S","47 ","W","2566 ","FNL   ","          ","2404 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","CHEYENNE       ","32-12S-47W-2566FNL-2404FEL                                  ","32  ","12 ","S","47 ","W","2566 ","FNL   ","          ","2404 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WILDCAT             ","                    ","                    ","                    ","                    ","05-017-     -  ","        ","   ","GAS ","OD                  ",False,"2013-05-02","","                              ",5950,"                                                  ","APRV",1,-102.6949,38.96078,"VECTA OIL & GAS, LTD.                  ","MAT GOOLSBY/H. RICHARD PATE       ","303-945-2850","575 UNION BOULEVARD, SUITE 208          ","LAKEWOOD                 ","CO","80228     "
"2013-05-07","1268992","1268992","CO","  ","GARFIELD       ","SHIDELER FEE                  ","6-8D(O31E)               ","SW SE-31-7S-92W-366FSL-2000FEL                              ","31  ","7  ","S","92 ","W","366  ","FSL   ","          ","2000 ","FEL   ","          ","SW SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","DIR","GARFIELD       ","6-8S-92W-2108FNL-203FEL                                     ","6   ","8  ","S","92 ","W","2108 ","FNL   ","          ","203  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","MAMM CREEK          ","                    ","                    ","                    ","                    ","05-045-     -  ","        ","   ","GAS ","OD                  ",False,"2013-05-03","","                              ",9192,"                                                  ","APRV",1,-107.706039,39.396791,"ENCANA OIL & GAS (USA), INC.           ","CALEB LEAKE/CORKY VICKERS/JOEL FOX","303-623-2300","370 17TH STREET, SUITE 1700             ","DENVER                   ","CO","80202-5632"
"2013-05-07","1269002","1269002","CO","  ","GARFIELD       ","SHIDELER FEE                  ","6-8AA(O31E)              ","SW SE-31-7S-92W-374FSL-1988FEL                              ","31  ","7  ","S","92 ","W","374  ","FSL   ","          ","1988 ","FEL   ","          ","SW SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","DIR","GARFIELD       ","6-8S-92W-1884FNL-173FEL                                     ","6   ","8  ","S","92 ","W","1884 ","FNL   ","          ","173  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","MAMM CREEK          ","                    ","                    ","                    ","                    ","05-045-     -  ","        ","   ","GAS ","OD                  ",False,"2013-05-03","","                              ",9092,"                                                  ","APRV",1,-107.705995,39.396813,"ENCANA OIL & GAS (USA), INC.           ","CALEB LEAKE/CORKY VICKERS/JOEL FOX","303-623-2300","370 17TH STREET, SUITE 1700             ","DENVER                   ","CO","80202-5632"
"2013-05-07","1269136","1269136","CO","  ","GARFIELD       ","SHIDELER FEE                  ","31-13BB(O31E)            ","SW SE-31-7S-92W-393FSL-1973FEL                              ","31  ","7  ","S","92 ","W","393  ","FSL   ","          ","1973 ","FEL   ","          ","SW SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","DIR","GARFIELD       ","31-7S-92W-825FSL-33FWL                                      ","31  ","7  ","S","92 ","W","825  ","FSL   ","          ","33   ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","MAMM CREEK          ","                    ","                    ","                    ","                    ","05-045-     -  ","        ","   ","GAS ","OD                  ",False,"2013-05-03","","                              ",10213,"                                                  ","APRV",1,-107.705944,39.396865,"ENCANA OIL & GAS (USA), INC.           ","CALEB LEAKE/CORKY VICKERS/JOEL FOX","303-623-2300","370 17TH STREET, SUITE 1700             ","DENVER                   ","CO","80202-5632"
"2013-05-07","1269061","1269061","CO","  ","GARFIELD       ","SHIDELER FEE                  ","31-9D(O31E)              ","SW SE-31-7S-92W-449FSL-1886FEL                              ","31  ","7  ","S","92 ","W","449  ","FSL   ","          ","1886 ","FEL   ","          ","SW SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","DIR","GARFIELD       ","31-7S-92W-1546FSL-367FEL                                    ","31  ","7  ","S","92 ","W","1546 ","FSL   ","          ","367  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","MAMM CREEK          ","                    ","                    ","                    ","                    ","05-045-     -  ","        ","   ","GAS ","OD                  ",False,"2013-05-03","","                              ",8667,"                                                  ","APRV",1,-107.705726,39.397093,"ENCANA OIL & GAS (USA), INC.           ","CALEB LEAKE/CORKY VICKERS/JOEL FOX","303-623-2300","370 17TH STREET, SUITE 1700             ","DENVER                   ","CO","80202-5632"
"2013-05-07","1269062","1269062","CO","  ","GARFIELD       ","SHIDELER FEE                  ","31-14DD(O31E)            ","SW SE-31-7S-92W-385FSL-1986FEL                              ","31  ","7  ","S","92 ","W","385  ","FSL   ","          ","1986 ","FEL   ","          ","SW SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","DIR","GARFIELD       ","31-7S-92W-243FSL-2218FEL                                    ","31  ","7  ","S","92 ","W","243  ","FSL   ","          ","2218 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","MAMM CREEK          ","                    ","                    ","                    ","                    ","05-045-     -  ","        ","   ","GAS ","OD                  ",False,"2013-05-03","","                              ",9643,"                                                  ","APRV",1,-107.705988,39.396843,"ENCANA OIL & GAS (USA), INC.           ","CALEB LEAKE/CORKY VICKERS/JOEL FOX","303-623-2300","370 17TH STREET, SUITE 1700             ","DENVER                   ","CO","80202-5632"
"2013-05-07","1269063","1269063","CO","  ","GARFIELD       ","SHIDELER FEE                  ","31-14D(O31E)             ","SW SE-31-7S-92W-409FSL-1948FEL                              ","31  ","7  ","S","92 ","W","409  ","FSL   ","          ","1948 ","FEL   ","          ","SW SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","DIR","GARFIELD       ","31-7S-92W-529FSL-2247FWL                                    ","31  ","7  ","S","92 ","W","529  ","FSL   ","          ","2247 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","MAMM CREEK          ","                    ","                    ","                    ","                    ","05-045-     -  ","        ","   ","GAS ","OD                  ",False,"2013-05-03","","                              ",8563,"                                                  ","APRV",1,-107.705855,39.39691,"ENCANA OIL & GAS (USA), INC.           ","CALEB LEAKE/CORKY VICKERS/JOEL FOX","303-623-2300","370 17TH STREET, SUITE 1700             ","DENVER                   ","CO","80202-5632"
"2013-05-07","1269064","1269064","CO","  ","GARFIELD       ","SHIDELER FEE                  ","31-12B(O31E)             ","SW SE-31-7S-92W-417FSL-1936FEL                              ","31  ","7  ","S","92 ","W","417  ","FSL   ","          ","1936 ","FEL   ","          ","SW SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","DIR","GARFIELD       ","31-7S-92W-2193FSL-291FWL                                    ","31  ","7  ","S","92 ","W","2193 ","FSL   ","          ","291  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","MAMM CREEK          ","                    ","                    ","                    ","                    ","05-045-     -  ","        ","   ","GAS ","OD                  ",False,"2013-05-03","","                              ",9251,"                                                  ","APRV",1,-107.705811,39.396933,"ENCANA OIL & GAS (USA), INC.           ","CALEB LEAKE/CORKY VICKERS/JOEL FOX","303-623-2300","370 17TH STREET, SUITE 1700             ","DENVER                   ","CO","80202-5632"
"2013-05-07","1269065","1269065","CO","  ","GARFIELD       ","SHIDELER FEE                  ","31-16D(O31E)             ","SW SE-31-7S-92W-422FSL-1913FEL                              ","31  ","7  ","S","92 ","W","422  ","FSL   ","          ","1913 ","FEL   ","          ","SW SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","DIR","GARFIELD       ","31-7S-92W-235FSL-297FEL                                     ","31  ","7  ","S","92 ","W","235  ","FSL   ","          ","297  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","MAMM CREEK          ","                    ","                    ","                    ","                    ","05-045-     -  ","        ","   ","GAS ","OD                  ",False,"2013-05-03","","                              ",8625,"                                                  ","APRV",1,-107.705728,39.396948,"ENCANA OIL & GAS (USA), INC.           ","CALEB LEAKE/CORKY VICKERS/JOEL FOX","303-623-2300","370 17TH STREET, SUITE 1700             ","DENVER                   ","CO","80202-5632"
"2013-05-07","1269066","1269066","CO","  ","GARFIELD       ","SHIDELER FEE                  ","31-11C(O31E)             ","SW SE-31-7S-92W-425FSL-1923FEL                              ","31  ","7  ","S","92 ","W","425  ","FSL   ","          ","1923 ","FEL   ","          ","SW SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","DIR","GARFIELD       ","31-7S-92W-1639FSL-1459FWL                                   ","31  ","7  ","S","92 ","W","1639 ","FSL   ","          ","1459 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","MAMM CREEK          ","                    ","                    ","                    ","                    ","05-045-     -  ","        ","   ","GAS ","OD                  ",False,"2013-05-03","","                              ",9823,"                                                  ","APRV",1,-107.705766,39.396955,"ENCANA OIL & GAS (USA), INC.           ","CALEB LEAKE/CORKY VICKERS/JOEL FOX","303-623-2300","370 17TH STREET, SUITE 1700             ","DENVER                   ","CO","80202-5632"
"2013-05-07","1269067","1269067","CO","  ","GARFIELD       ","SHIDELER FEE                  ","31-16DD(O31E)            ","SW SE-31-7S-92W-430FSL-1900FEL                              ","31  ","7  ","S","92 ","W","430  ","FSL   ","          ","1900 ","FEL   ","          ","SW SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","DIR","GARFIELD       ","31-7S-92W-549FSL-364FEL                                     ","31  ","7  ","S","92 ","W","549  ","FSL   ","          ","364  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","MAMM CREEK          ","                    ","                    ","                    ","                    ","05-045-     -  ","        ","   ","GAS ","OD                  ",False,"2013-05-03","","                              ",8598,"                                                  ","APRV",1,-107.705684,39.396971,"ENCANA OIL & GAS (USA), INC.           ","CALEB LEAKE/CORKY VICKERS/JOEL FOX","303-623-2300","370 17TH STREET, SUITE 1700             ","DENVER                   ","CO","80202-5632"
"2013-05-07","1269068","1269068","CO","  ","GARFIELD       ","SHIDELER FEE                  ","31-16A(O31E)             ","SW SE-31-7S-92W-438FSL-1888FEL                              ","31  ","7  ","S","92 ","W","438  ","FSL   ","          ","1888 ","FEL   ","          ","SW SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","DIR","GARFIELD       ","31-7S-92W-959FSL-340FEL                                     ","31  ","7  ","S","92 ","W","959  ","FSL   ","          ","340  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","MAMM CREEK          ","                    ","                    ","                    ","                    ","05-045-     -  ","        ","   ","GAS ","OD                  ",False,"2013-05-03","","                              ",9690,"                                                  ","APRV",1,-107.70564,39.396993,"ENCANA OIL & GAS (USA), INC.           ","CALEB LEAKE/CORKY VICKERS/JOEL FOX","303-623-2300","370 17TH STREET, SUITE 1700             ","DENVER                   ","CO","80202-5632"
"2013-05-07","1269069","1269069","CO","  ","GARFIELD       ","SHIDELER FEE                  ","31-16AA(O31E)            ","SW SE-31-7S-92W-441FSL-1898FEL                              ","31  ","7  ","S","92 ","W","441  ","FSL   ","          ","1898 ","FEL   ","          ","SW SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","DIR","GARFIELD       ","31-7S-92W-1270FSL-339FEL                                    ","31  ","7  ","S","92 ","W","1270 ","FSL   ","          ","339  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","MAMM CREEK          ","                    ","                    ","                    ","                    ","05-045-     -  ","        ","   ","GAS ","OD                  ",False,"2013-05-03","","                              ",8643,"                                                  ","APRV",1,-107.705677,39.397,"ENCANA OIL & GAS (USA), INC.           ","CALEB LEAKE/CORKY VICKERS/JOEL FOX","303-623-2300","370 17TH STREET, SUITE 1700             ","DENVER                   ","CO","80202-5632"
