"date_prod","mast_id","well_id","state_name","dist_name","county_sl","wellnam_sl","wellnum_sl","legal_sl","sec_sl","twn_sl","twndir_sl","rng_sl","rngdir_sl","ftg1_sl","ftg1dir_sl","ftg1ref_sl","ftg2_sl","ftg2dir_sl","ftg2ref_sl","qtrsec_sl","ftgcor_sl","crtrqd1_sl","crtrqd2_sl","abstno_sl","blknam_sl","blknum_sl","srvynam_sl","srvynum_sl","well_ornt","county_bh","legal_bh","sec_bh","twn_bh","twndir_bh","rng_bh","rngdir_bh","ftg1_bh","ftg1dir_bh","ftg1ref_bh","ftg2_bh","ftg2dir_bh","ftg2ref_bh","qtrsec_bh","ftgcor_bh","crtrqd1_bh","crtrqd2_bh","abstno_bh","blknam_bh","blknum_bh","srvynam_bh","srvynum_bh","field_1","field_2","field_3","field_4","field_5","api_num","perm_num","well_purp","well_class","work_type","h2s_gas","date_post","date_aprv","well_prox","p_t_d","add_info","recrd_stat","map_ref","well_long","well_lat","oper_name","oper_cont","oper_phone","oper_addr","oper_city","oper_state","oper_zip"
"2013-05-21","1272708","1272708","AR","  ","CONWAY         ","ROGER STRATTON 8-16           ","5-35 H23                 ","35-8N-16W-1832FNL-1934FEL                                   ","35  ","8  ","N","16 ","W","1832 ","FNL   ","          ","1934 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","CONWAY         ","23-8N-16W-400FSL-1796FEL                                    ","23  ","8  ","N","16 ","W","400  ","FSL   ","          ","1796 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-029-11264-  ","46628   ","   ","GAS ","OD                  ",False,"2013-05-17","2013-05-17","2.5 MI N OF SOLGOHACHIA       ",6500,"                                                  ","APRV",1,-92.666996,35.294744,"SEECO, INC.                            ","DOUG VAN SLANBROUCK/SONNY BRYAN   ","281-618-4700","2350 N. SAM HOUSTON PKWY. E., SUITE 125 ","HOUSTON                  ","TX","77032-3126"
"2013-05-21","1272709","1272709","AR","  ","CONWAY         ","ROGER STRATTON 8-16           ","6-35 H26                 ","35-8N-16W-1832FNL-1914FEL                                   ","35  ","8  ","N","16 ","W","1832 ","FNL   ","          ","1914 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","CONWAY         ","26-8N-16W-205FNL-1199FEL                                    ","26  ","8  ","N","16 ","W","205  ","FNL   ","          ","1199 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-029-11265-  ","46629   ","   ","GAS ","OD                  ",False,"2013-05-17","2013-05-17","2.5 MI N OF SOLGOHACHIA       ",6500,"                                                  ","APRV",1,-92.666927,35.294744,"SEECO, INC.                            ","DOUG VAN SLANBROUCK/SONNY BRYAN   ","281-618-4700","2350 N. SAM HOUSTON PKWY. E., SUITE 125 ","HOUSTON                  ","TX","77032-3126"
"2013-05-21","1272710","1272710","AR","  ","CONWAY         ","WALKER                        ","4-30 H                   ","30-8N-14W-193FSL-2056FWL                                    ","30  ","8  ","N","14 ","W","193  ","FSL   ","          ","2056 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","CONWAY         ","30-8N-14W-250FNL-2496FEL                                    ","30  ","8  ","N","14 ","W","250  ","FNL   ","          ","2496 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-029-11269-  ","46635   ","   ","GAS ","OD                  ",False,"2013-05-17","2013-05-17","2.7 MI NE OF SPRINGFIELD      ",5584,"                                                  ","APRV",1,-92.529627,35.297312,"XTO ENERGY, INC.                       ","KENT SAMS/GREG BATES/KEITH SIMPSON","405-232-4011","210 PARK AVENUE, SUITE 2350             ","OKLAHOMA CITY            ","OK","73102-5683"
"2013-05-21","1272715","1272715","AR","  ","CONWAY         ","ROGER STRATTON 8-16           ","7-35 H26                 ","35-8N-16W-1832FNL-1894FEL                                   ","35  ","8  ","N","16 ","W","1832 ","FNL   ","          ","1894 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","CONWAY         ","26-8N-16W-490FNL-600FEL                                     ","26  ","8  ","N","16 ","W","490  ","FNL   ","          ","600  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-029-11266-  ","46630   ","   ","GAS ","OD                  ",False,"2013-05-17","2013-05-17","2.5 MI N OF SOLGOHACHIA       ",8500,"                                                  ","APRV",1,-92.666861,35.294744,"SEECO, INC.                            ","DOUG VAN SLANBROUCK/SONNY BRYAN   ","281-618-4700","2350 N. SAM HOUSTON PKWY. E., SUITE 125 ","HOUSTON                  ","TX","77032-3126"
"2013-05-21","1272703","1272703","AR","  ","FAULKNER       ","SNEED 8-12                    ","6-1 H7                   ","1-8N-12W-1859FSL-2418FWL                                    ","1   ","8  ","N","12 ","W","1859 ","FSL   ","          ","2418 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","FAULKNER       ","7-8N-11W-512FSL-2330FEL                                     ","7   ","8  ","N","11 ","W","512  ","FSL   ","          ","2330 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","B-43                ","                    ","                    ","                    ","                    ","03-045-10457-  ","46625   ","   ","GAS ","OD                  ",False,"2013-05-17","2013-05-17","2.1 MI SW OF QUITMAN          ",5000,"                                                  ","APRV",1,-92.227108,35.353746,"SEECO, INC.                            ","DOUG VAN SLANBROUCK/SONNY BRYAN   ","281-618-4700","2350 N. SAM HOUSTON PKWY. E., SUITE 125 ","HOUSTON                  ","TX","77032-3126"
"2013-05-21","1273256","1273256","CO","  ","ARAPAHOE       ","TEBO -29-                     ","2 H                      ","SW NW-28-4S-64W-1980FNL-250FWL                              ","28  ","4  ","S","64 ","W","1980 ","FNL   ","          ","250  ","FWL   ","          ","SW NW       ","   ","  ","  ","     ","                                ","    ","                                ","    ","DIR","ARAPAHOE       ","29-4S-64W-1980FNL-480FWL                                    ","29  ","4  ","S","64 ","W","1980 ","FNL   ","          ","480  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WILDCAT             ","                    ","                    ","                    ","                    ","05-005-     -  ","        ","   ","OIL ","OD                  ",False,"2013-05-21","","                              ",12400,"                                                  ","APRV",1,0.0,0.0,"CONOCOPHILLIPS COMPANY                 ","DANNY JAAP/JIM FODOR              ","505-599-3400","98 COUNTY ROAD 5793                     ","FARMINGTON               ","NM","87401-1564"
"2013-05-21","1272431","1272431","CO","  ","ARAPAHOE       ","YOUNGBERG 10-11               ","1 H                      ","NE SE-11-4S-64W-1320FSL-255FEL                              ","11  ","4  ","S","64 ","W","1320 ","FSL   ","          ","255  ","FEL   ","          ","NE SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","DIR","ARAPAHOE       ","10-4S-64W-1316FSL-901FWL                                    ","10  ","4  ","S","64 ","W","1316 ","FSL   ","          ","901  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WILDCAT             ","                    ","                    ","                    ","                    ","05-005-     -  ","        ","   ","OIL ","OD                  ",False,"2013-05-16","","                              ",16550,"                                                  ","APRV",1,-104.509543,39.713107,"CONOCOPHILLIPS COMPANY                 ","DANNY JAAP/JIM FODOR              ","505-599-3400","98 COUNTY ROAD 5793                     ","FARMINGTON               ","NM","87401-1564"
"2013-05-21","1271828","1271828","CO","  ","JACKSON        ","HEBRON                        ","2-07 HST                 ","NW NE-7-7N-80W-420FNL-2361FEL                               ","7   ","7  ","N","80 ","W","420  ","FNL   ","          ","2361 ","FEL   ","          ","NW NE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","JACKSON        ","7-7N-80W-600FSL-600FWL                                      ","7   ","7  ","N","80 ","W","600  ","FSL   ","          ","600  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","UNDESIGNATED        ","                    ","                    ","                    ","                    ","05-057-06499-01","        ","   ","OIL ","OD                  ",False,"2013-05-15","","                              ",11583,"                                                  ","APRV",1,-106.415445,40.598281,"EE3, LLC                               ","ANDREW ASHBY                      ","303-444-8881","4410 ARAPAHOE AVENUE, SUITE 100         ","BOULDER                  ","CO","80303     "
"2013-05-21","796286 ","1273404","CO","  ","JACKSON        ","DAMFINO                       ","2-06 H                   ","SW SE-6-6N-80W-398FSL-2017FEL                               ","6   ","6  ","N","80 ","W","398  ","FSL   ","          ","2017 ","FEL   ","          ","SW SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","JACKSON        ","SW SE-6-6N-80W-398FSL-2017FEL                               ","6   ","6  ","N","80 ","W","398  ","FSL   ","          ","2017 ","FEL   ","          ","SW SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","UNDESIGNATED        ","                    ","                    ","                    ","                    ","05-057-06482-01","        ","   ","OIL ","ST                  ",False,"2013-05-21","","                              ",7900,"                                                  ","APRV",1,0.0,0.0,"EE3, LLC                               ","ANDREW ASHBY                      ","303-444-8881","4410 ARAPAHOE AVENUE, SUITE 100         ","BOULDER                  ","CO","80303     "
"2013-05-21","1273405","1273405","CO","  ","JACKSON        ","DAMFINO                       ","2-06 H                   ","SW SE-6-6N-80W-398FSL-2017FEL                               ","6   ","6  ","N","80 ","W","398  ","FSL   ","          ","2017 ","FEL   ","          ","SW SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","JACKSON        ","6-6N-80W-680FNL-640FEL                                      ","6   ","6  ","N","80 ","W","680  ","FNL   ","          ","640  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","UNDESIGNATED        ","                    ","                    ","                    ","                    ","05-057-06482-  ","        ","   ","OIL ","OD                  ",False,"2013-05-21","","                              ",11480,"REFILING * PILOT HOLE                             ","APRV",1,0.0,0.0,"EE3, LLC                               ","ANDREW ASHBY                      ","303-444-8881","4410 ARAPAHOE AVENUE, SUITE 100         ","BOULDER                  ","CO","80303     "
"2013-05-21","784346 ","1273400","CO","  ","JACKSON        ","SPICER                        ","3-32 H                   ","SW SW-32-7N-80W-645FSL-747FWL                               ","32  ","7  ","N","80 ","W","645  ","FSL   ","          ","747  ","FWL   ","          ","SW SW       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","JACKSON        ","32-7N-80W-609FNL-2065FWL                                    ","32  ","7  ","N","80 ","W","609  ","FNL   ","          ","2065 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","UNDESIGNATED        ","                    ","                    ","                    ","                    ","05-057-06469-  ","        ","   ","OIL ","ST                  ",False,"2013-05-21","","                              ",11082,"                                                  ","APRV",1,0.0,0.0,"EE3, LLC                               ","ANDREW ASHBY                      ","303-444-8881","4410 ARAPAHOE AVENUE, SUITE 100         ","BOULDER                  ","CO","80303     "
"2013-05-21","1273139","1273139","CO","  ","KIOWA          ","MCBRYDE STATE 16-17-48        ","1 H                      ","NW NE-16-17S-48W-600FNL-1980FEL                             ","16  ","17 ","S","48 ","W","600  ","FNL   ","          ","1980 ","FEL   ","          ","NW NE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","KIOWA          ","16-17S-48W-600FSL-1980FEL                                   ","16  ","17 ","S","48 ","W","600  ","FSL   ","          ","1980 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WILDCAT             ","                    ","                    ","                    ","                    ","05-061-     -  ","        ","   ","OIL ","OD                  ",False,"2013-05-21","","                              ",9200,"                                                  ","APRV",1,-102.793104,38.58357,"CHAMA OIL & MINERALS, LLC              ","STEVE BIGGS/PATRICK DRENNON       ","303-542-1853","216 16TH STREET, SUITE 1600             ","DENVER                   ","CO","80202     "
"2013-05-21","1272939","1272939","CO","  ","KIOWA          ","MCBRYDE STATE 16-17-48        ","1P                       ","NW-16-1748SW-600FNL-1980FEL                                 ","    ","16 "," ","174","S","600  ","FNL   ","          ","1980 ","FEL   ","          ","NW          ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","KIOWA          ","NW-16-1748SW-600FNL-1980FEL                                 ","    ","16 "," ","174","S","600  ","FNL   ","          ","1980 ","FEL   ","          ","NW          ","   ","  ","  ","     ","                                ","    ","                                ","    ","WILDCAT             ","                    ","                    ","                    ","                    ","05-061-     -  ","        ","   ","OIL ","OD                  ",False,"2013-05-20","","                              ",6300,"PILOT HOLE                                        ","APRV",1,-102.793104,38.58357,"CHAMA OIL & MINERALS, LLC              ","STEVE BIGGS/PATRICK DRENNON       ","303-542-1853","216 16TH STREET, SUITE 1600             ","DENVER                   ","CO","80202     "
"2013-05-21","1273251","1273251","CO","  ","LA PLATA       ","WATERS 34-12-32               ","1 H                      ","SW NW-32-34N-12W-1399FNL-235FWL                             ","32  ","34 ","N","12 ","W","1399 ","FNL   ","          ","235  ","FWL   ","          ","SW NW       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","LA PLATA       ","31-34N-12W-908FNL-638FWL                                    ","31  ","34 ","N","12 ","W","908  ","FNL   ","          ","638  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WILDCAT             ","                    ","                    ","                    ","                    ","05-067-     -  ","        ","   ","OIL ","OD                  ",False,"2013-05-21","","                              ",6900,"                                                  ","APRV",1,0.0,0.0,"SWIFT ENERGY OPERATING, LLC            ","HOMER ADAMS                       ","281-874-2700","16825 NORTHCHASE DRIVE, SUITE 400       ","HOUSTON                  ","TX","77060-6004"
"2013-05-21","1272056","1272056","CO","  ","LARIMER        ","BERTHOUD STATE                ","1                        ","NW SW-16-4N-69W-1450FSL-1180FWL                             ","16  ","4  ","N","69 ","W","1450 ","FSL   ","          ","1180 ","FWL   ","          ","NW SW       ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","LARIMER        ","NW SW-16-4N-69W-1450FSL-1180FWL                             ","16  ","4  ","N","69 ","W","1450 ","FSL   ","          ","1180 ","FWL   ","          ","NW SW       ","   ","  ","  ","     ","                                ","    ","                                ","    ","BERTHOUD            ","                    ","                    ","                    ","                    ","05-069-06044-  ","        ","   ","OIL ","RE                  ",False,"2013-05-15","","                              ",3000,"                                                  ","APRV",1,-105.12705,40.308993,"TIMKA RESOURCES, LTD.                  ","TIM PIZONKA                       ","970-667-9861","2116 SOUTHEAST 14TH STREET              ","LOVELAND                 ","CO","80537-8906"
"2013-05-21","1273077","1273077","CO","  ","MONTEZUMA      ","YF                            ","4                        ","3-37N-18W-1114FNL-2373FEL                                   ","3   ","37 ","N","18 ","W","1114 ","FNL   ","          ","2373 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","MONTEZUMA      ","3-37N-18W-1114FNL-2373FEL                                   ","3   ","37 ","N","18 ","W","1114 ","FNL   ","          ","2373 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","MCELMO              ","                    ","                    ","                    ","                    ","05-083-     -  ","        ","   ","CO2 ","OD                  ",False,"2013-05-20","","                              ",8525,"                                                  ","APRV",1,-108.8203,37.49784,"KINDER MORGAN CO2 COMPANY, LP          ","COY BRYANT/DOUG FREDERICK         ","970-882-2464","17801 HIGHWAY 491                       ","CORTEZ                   ","CO","81321-9423"
"2013-05-21","1272552","1272552","CO","  ","MORGAN         ","TREND                         ","3-1                      ","NE SE-34-5N-60W-1320FSL-660FEL                              ","34  ","5  ","N","60 ","W","1320 ","FSL   ","          ","660  ","FEL   ","          ","NE SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","MORGAN         ","NE SE-34-5N-60W-1320FSL-660FEL                              ","34  ","5  ","N","60 ","W","1320 ","FSL   ","          ","660  ","FEL   ","          ","NE SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","TREND               ","                    ","                    ","                    ","                    ","05-087-07938-  ","        ","   ","OIL ","RE                  ",False,"2013-05-17","","                              ",6325,"                                                  ","APRV",1,-104.073229,40.353478,"SCHNEIDER ENERGY SERVICES, INC.        ","JEFF SCHNEIDER                    ","970-867-9437","P. O. BOX 297                           ","FORT MORGAN              ","CO","80701-0297"
"2013-05-21","1273136","1273136","CO","  ","RIO BLANCO     ","FEDERAL                       ","RGU 434-23-198           ","23-1S-98W-1030FSL-658FEL                                    ","23  ","1  ","S","98 ","W","1030 ","FSL   ","          ","658  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","DIR","RIO BLANCO     ","23-1S-98W-393FSL-1908FEL                                    ","23  ","1  ","S","98 ","W","393  ","FSL   ","          ","1908 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","SULPHUR CREEK       ","                    ","                    ","                    ","                    ","05-103-     -  ","        ","   ","CBM ","OD                  ",False,"2013-05-21","","                              ",12686,"                                                  ","APRV",1,-108.353739,39.944679,"WPX ENERGY ROCKY MOUNTAIN, LLC         ","JEFF CUTLER/CHAD ODEGARD          ","303-572-3900","1001 17TH STREET, SUITE 1200            ","DENVER                   ","CO","80202-2034"
